wellDepthFt,precip48hIn,soilMoisturePct,slopePct,usgsBaselineMgL,nitrateMgL
57.0,1.2,36.7,3.3,7.3,13.28
11.4,1.2,36.4,2.1,6.8,18.77
11.4,1.42,32.9,2.9,6.8,19.21
52.0,1.39,38.1,3.7,8.5,15.56
52.0,1.03,32.2,3.7,6.9,11.74
14.8,0.19,23.6,0.5,8.0,6.95
14.8,0.29,22.7,5.8,4.1,9.75
59.5,0.05,22.4,3.4,8.3,6.63
59.5,0.32,22.5,3.4,8.1,7.39
57.0,0.27,18.8,3.1,4.8,5.68
57.0,0.13,28.5,1.2,8.1,7.29
54.0,3.17,40.5,2.0,11.0,21.62
54.0,1.33,36.1,3.5,7.3,13.35
9.9,0.73,44.3,0.6,8.4,20.21
9.9,1.33,30.9,2.7,5.9,17.2
10.0,0.75,33.4,1.0,6.1,13.57
10.0,0.43,31.4,2.2,7.3,13.23
10.0,0.71,44.1,4.3,7.3,21.43
10.0,2.86,38.6,0.5,8.4,28.55
9.9,0.66,25.0,1.4,4.4,10.23
9.9,0.32,30.3,2.6,7.3,12.35
10.1,0.6,36.6,1.3,10.5,17.38
10.1,1.06,21.2,3.7,8.4,14.78
14.9,0.15,37.8,2.0,11.7,15.17
14.9,0.37,39.8,3.0,3.8,15.24
54.0,1.65,24.3,3.5,8.0,10.8
54.0,0.04,28.5,1.7,9.3,6.8
50.4,0.11,19.3,1.7,7.8,5.66
50.4,0.09,18.8,1.0,9.1,6.93
12.0,2.01,31.3,2.6,9.6,21.7
12.0,0.9,40.8,3.2,7.7,20.27
14.6,0.83,43.8,4.1,8.0,20.88
14.6,3.2,50.0,4.7,10.9,35.0
10.3,0.22,13.7,4.7,4.6,9.18
10.3,0.43,26.3,2.0,5.9,10.4
49.6,0.22,17.9,1.5,6.0,5.95
49.6,0.06,18.3,3.4,10.7,7.81
10.0,1.41,34.2,4.3,5.5,20.46
10.0,0.27,39.3,1.8,6.1,15.62
17.9,0.05,24.7,5.0,6.2,8.3
17.9,0.28,19.5,1.9,9.2,8.78
9.9,2.06,31.3,2.6,7.2,21.18
9.9,0.66,43.6,4.1,7.0,21.38
15.2,0.81,42.8,1.6,9.9,19.07
15.2,2.08,39.8,3.8,8.5,24.76
15.5,0.17,27.8,3.8,5.9,9.38
15.5,0.28,28.4,2.0,8.7,10.89
10.3,1.89,37.0,0.5,6.8,21.94
10.3,1.25,23.4,2.1,6.3,12.95
10.1,1.22,39.7,5.1,6.6,22.54
10.1,0.41,37.5,2.6,7.1,16.04
54.0,0.02,25.3,1.2,7.3,5.19
54.0,0.1,24.9,2.4,4.8,5.2
20.9,0.22,28.3,1.7,6.1,8.51
20.9,0.1,21.8,0.5,7.0,6.17
10.3,1.44,30.6,3.4,5.8,18.3
10.3,1.98,41.9,2.1,7.4,24.8
13.8,0.79,48.2,5.1,5.8,22.45
13.8,2.26,31.5,4.5,8.2,22.98
12.3,4.02,38.6,2.4,7.7,35.0
12.3,1.99,28.1,2.6,10.2,20.2
14.4,2.0,30.5,3.1,7.2,20.62
14.4,1.9,29.8,1.2,3.2,16.91
52.0,1.15,37.0,4.4,7.1,14.31
52.0,2.53,34.8,2.8,5.6,16.5
13.8,0.23,20.3,2.8,7.4,8.66
13.8,1.79,29.4,4.1,6.4,19.86
59.5,0.63,29.4,3.9,5.5,8.75
59.5,0.43,28.1,4.4,10.4,9.28
10.2,0.33,26.1,2.3,4.9,8.45
10.2,0.24,18.8,3.6,8.5,10.12
39.5,0.54,38.9,2.0,8.0,12.97
39.5,0.35,34.0,4.0,7.2,10.86
49.6,0.21,35.8,2.4,5.9,9.87
49.6,0.14,16.7,1.6,7.4,5.63
10.0,0.08,40.3,0.5,8.7,14.92
10.0,0.41,16.0,3.3,3.4,9.37
11.6,1.34,27.0,2.5,5.6,15.6
11.6,0.26,39.1,3.1,5.6,14.19
11.1,0.2,30.1,2.0,9.8,13.02
12.3,1.21,32.9,2.2,7.8,18.18
12.3,0.72,37.3,4.8,7.3,17.7
17.9,2.3,38.1,3.5,7.3,24.23
17.9,2.32,39.7,2.4,8.1,24.42
60.4,1.01,37.3,1.9,6.6,11.9
60.4,0.9,37.2,3.0,6.4,12.09
8.4,0.77,22.4,3.4,4.8,11.03
8.4,0.9,19.6,1.2,5.5,10.8
11.4,0.98,26.7,3.2,6.8,14.84
11.4,3.11,25.0,3.6,11.0,25.73
12.0,0.65,29.8,4.8,5.3,13.93
12.0,2.22,38.3,2.5,6.1,24.54
8.6,0.07,18.3,4.2,5.5,8.45
8.6,0.22,17.4,4.1,8.0,9.7
10.3,1.31,24.9,2.0,5.6,14.31
10.3,1.1,31.2,2.1,8.6,17.04
14.8,1.32,34.4,2.3,7.1,17.61
14.8,1.44,31.8,1.4,8.2,17.14
42.5,0.32,18.4,0.5,7.1,5.91
42.5,0.38,26.8,0.7,4.6,6.3
60.4,2.31,35.4,1.4,6.8,14.44
60.4,4.5,33.5,2.9,8.4,21.76
9.9,0.14,30.1,3.5,6.1,11.11
9.9,1.6,20.4,2.0,2.6,13.59
14.3,0.31,20.3,4.3,6.9,9.02
14.3,0.5,15.3,1.0,5.6,8.13
22.5,1.24,41.7,2.6,3.2,17.37
22.5,0.97,33.6,2.0,6.2,14.02
54.0,0.52,32.1,3.8,5.6,8.31
54.0,2.19,32.9,2.2,5.3,14.39
14.5,1.52,39.5,0.5,8.5,21.14
14.5,1.32,38.8,1.4,6.0,19.07
49.6,1.31,27.1,2.7,6.2,10.88
49.6,0.1,16.4,2.5,4.9,5.15
57.0,0.43,26.9,2.7,6.8,7.95
57.0,0.89,25.9,2.0,7.4,8.87
8.0,3.02,41.3,1.2,6.6,31.29
8.0,0.46,37.0,4.6,8.3,18.66
52.0,0.59,21.8,3.2,9.7,8.04
52.0,0.07,28.7,0.5,4.0,5.98
31.2,0.17,18.0,3.7,8.7,7.93
31.2,0.0,27.7,1.7,8.3,6.67
22.5,1.58,30.3,3.2,6.8,16.37
22.5,1.26,35.1,2.1,7.5,15.85
14.8,0.34,30.1,2.3,7.0,10.95
14.8,1.04,44.5,3.3,8.0,22.2
59.5,1.5,40.0,4.7,8.9,16.01
59.5,0.41,44.5,3.3,8.4,13.0
42.9,0.11,20.5,1.5,7.8,6.23
42.9,0.73,26.4,3.5,6.6,9.67
10.0,0.63,39.4,2.6,7.8,18.86
10.0,1.66,40.0,2.3,9.8,24.84
60.4,0.91,19.0,3.5,9.1,9.5
60.4,0.59,32.0,3.3,8.8,10.33
57.0,1.63,37.9,3.2,5.7,13.97
57.0,0.31,25.5,3.7,5.8,7.09
15.5,2.83,28.1,4.0,9.8,24.41
15.5,0.86,25.9,2.1,3.3,10.09
11.4,0.33,36.3,1.8,8.0,14.41
11.4,3.45,48.1,1.5,5.3,34.85
60.4,0.33,26.0,2.5,5.9,5.99
60.4,0.2,28.1,2.3,4.2,5.99
42.5,0.71,17.7,2.4,7.6,8.55
42.5,0.04,28.5,0.7,7.2,6.64
14.5,0.12,31.0,2.6,3.1,9.4
14.5,0.6,23.8,3.3,6.7,10.67
11.6,0.09,17.3,3.9,9.2,8.88
11.6,0.64,26.3,4.1,6.3,12.03
42.9,0.74,41.3,4.6,5.9,14.8
42.9,1.75,39.1,3.7,7.8,17.33
31.1,0.07,23.6,1.0,6.8,5.81
31.1,0.08,16.2,4.4,6.0,6.75
59.5,1.68,43.3,1.8,5.2,14.39
59.5,3.32,46.0,1.7,8.6,21.99
10.0,1.06,35.5,3.8,6.7,19.72
10.0,3.03,37.3,3.2,10.4,31.47
10.1,0.25,37.5,3.8,6.1,16.13
10.1,1.42,37.2,1.3,10.3,21.32
54.0,0.96,30.2,3.4,4.9,9.55
54.0,0.71,24.6,4.0,6.7,8.27
80.0,0.21,40.9,3.6,4.9,9.06
80.0,0.95,34.3,1.5,7.6,9.44
57.0,1.04,33.8,4.1,5.7,11.18
57.0,0.22,32.2,3.9,7.3,9.23
57.0,0.16,27.7,3.3,5.4,6.82
57.0,0.39,16.0,4.8,5.6,7.15
49.6,0.47,27.7,2.2,5.6,7.66
49.6,0.45,28.9,4.0,3.4,7.5
39.5,1.04,38.2,4.1,6.0,14.17
39.5,1.3,35.4,3.2,7.3,15.54
22.5,0.06,30.8,2.4,7.0,9.97
22.5,0.29,18.9,2.0,5.8,6.85
60.4,0.06,29.9,3.6,6.0,7.09
60.4,0.17,16.3,4.4,6.3,5.79
22.5,2.13,38.9,5.3,8.4,24.28
22.5,2.04,39.6,2.6,5.6,20.87
59.5,0.23,23.9,2.9,5.0,5.49
59.5,0.02,28.6,0.9,5.1,4.87
39.5,1.24,31.0,3.1,7.5,13.21
39.5,1.45,36.0,4.0,3.1,14.58
49.6,0.0,30.0,2.8,5.9,7.25
49.6,0.21,21.4,1.4,9.1,6.37
12.0,1.2,41.9,2.9,4.4,21.05
12.0,1.76,33.6,2.6,7.3,20.91
54.0,0.28,18.1,2.8,9.9,6.85
54.0,0.02,14.8,0.9,8.6,5.8
60.4,4.5,30.3,1.4,6.8,19.71
60.4,0.67,26.4,3.1,5.0,7.46
59.5,0.01,25.5,4.9,6.2,6.13
59.5,0.15,32.4,2.1,8.0,8.73
52.0,0.44,17.2,2.2,6.7,6.36
52.0,0.5,13.9,2.7,8.8,7.78
59.5,3.88,42.7,4.6,10.6,24.26
59.5,0.11,46.5,3.2,9.1,12.39
59.5,0.47,41.2,3.8,7.4,12.44
59.5,0.16,36.9,2.7,10.3,9.96
52.0,3.16,35.1,2.9,5.7,17.86
52.0,0.81,41.7,5.3,4.7,13.29
57.0,0.08,21.0,1.9,7.0,5.51
57.0,0.04,23.4,2.4,6.7,5.38
52.0,0.07,28.6,2.3,10.5,8.63
52.0,3.01,27.8,1.5,6.5,16.49
23.8,1.0,19.7,3.9,11.0,13.13
23.8,1.63,36.9,1.5,5.7,17.66
49.6,0.88,40.1,1.4,8.6,13.38
49.6,0.81,31.5,5.2,5.8,11.36
23.0,2.48,34.0,3.9,5.8,22.05
23.0,0.65,38.9,1.3,9.3,15.68
54.0,0.86,42.0,2.1,6.2,12.93
54.0,0.44,40.8,2.8,5.5,11.23
18.0,2.51,34.2,0.9,7.9,22.22
18.0,0.26,44.3,3.5,7.0,18.06
57.0,1.01,37.5,2.3,9.7,12.86
57.0,0.43,26.3,0.5,7.9,6.99
22.5,0.31,17.7,3.9,11.0,10.47
22.5,0.48,21.6,4.2,7.1,10.23
49.6,0.15,20.0,3.9,5.1,6.0
49.6,0.06,28.3,1.3,8.4,7.29
60.4,0.36,24.0,3.9,7.0,7.14
60.4,0.17,22.4,1.3,7.0,5.51
22.5,0.66,28.2,2.6,4.5,10.73
22.5,0.88,23.1,3.4,7.8,10.98
52.0,0.41,45.0,2.5,8.0,13.24
52.0,0.57,40.4,5.0,5.6,12.97
42.5,1.44,21.8,2.1,4.4,9.29
42.5,0.46,29.3,4.2,6.4,9.43
54.0,1.41,35.3,2.6,7.0,13.05
54.0,1.18,39.3,4.0,7.5,14.7
57.0,0.37,15.6,2.6,7.3,6.86
57.0,0.57,24.2,1.8,7.8,7.05
49.6,0.06,18.5,1.8,6.5,4.69
49.6,0.4,20.3,3.5,9.5,7.78
59.5,0.4,27.6,3.0,4.0,6.89
59.5,0.39,25.3,1.6,7.0,7.06
57.0,1.48,35.8,3.2,7.6,14.25
57.0,1.36,31.2,3.2,7.2,12.06
54.0,0.11,28.1,2.3,8.0,7.7
54.0,0.01,18.1,2.6,6.6,5.23
52.0,1.26,37.2,2.1,8.7,13.87
52.0,0.69,33.4,0.5,7.4,9.7
49.6,0.62,34.0,2.0,7.8,10.82
49.6,0.54,27.1,2.7,5.2,8.22
57.0,0.03,18.5,2.0,4.0,4.44
57.0,0.01,18.2,0.7,8.3,5.43
42.5,1.05,31.6,1.8,9.6,12.06
42.5,0.37,38.6,4.7,8.6,13.68
60.4,0.87,26.5,1.6,3.9,7.32
60.4,2.88,35.7,4.0,5.4,17.03
42.5,0.74,21.8,0.5,6.7,7.62
42.5,0.16,34.2,3.3,4.8,9.08
52.0,0.09,23.0,4.9,7.2,6.54
52.0,0.28,18.3,2.5,4.9,5.66
60.4,0.58,26.0,4.7,7.2,8.78
60.4,0.99,31.0,1.5,7.7,9.98
57.0,0.27,29.7,2.0,7.0,7.85
57.0,1.91,29.9,3.3,8.4,13.86
49.6,2.77,34.5,2.3,7.9,18.39
49.6,0.51,30.0,3.1,6.6,8.56
22.5,0.05,28.1,6.0,5.5,10.37
22.5,1.1,29.3,3.0,7.6,13.87
42.5,0.26,17.6,1.5,6.9,6.18
42.5,0.65,18.3,2.6,5.7,8.12
59.5,0.11,25.1,2.0,7.4,5.85
59.5,0.35,32.9,4.6,8.9,9.97
59.5,0.48,34.9,2.4,7.5,10.22
59.5,1.72,38.5,2.4,5.0,13.7
49.6,0.43,31.3,3.5,10.1,10.3
49.6,0.6,22.0,3.5,9.4,8.82
59.5,0.14,28.1,1.0,4.3,4.65
59.5,0.33,29.2,1.6,7.2,7.24
60.4,0.02,27.2,2.8,7.9,6.62
60.4,0.01,17.2,3.7,6.8,5.63
22.5,0.08,31.6,1.1,5.5,9.28
22.5,0.04,23.0,2.6,8.4,7.64
42.5,0.36,25.1,3.5,8.7,7.98
42.5,0.67,17.8,1.5,9.1,7.73
49.6,0.43,27.6,2.2,7.2,8.92
49.6,0.01,24.7,3.5,3.3,4.61
49.6,0.18,23.7,1.9,9.3,6.71
49.6,0.05,29.4,3.5,4.6,7.27
57.0,1.8,45.3,0.8,6.1,15.45
57.0,2.07,34.4,2.7,6.2,14.03
12.5,0.88,33.6,1.8,11.1,16.26
12.5,0.93,35.7,2.9,6.8,17.51
59.5,0.95,28.2,2.9,7.9,8.88
59.5,1.02,33.3,2.7,8.6,11.67
80.0,1.77,31.0,4.2,7.2,11.89
80.0,0.41,33.4,3.7,5.4,7.49
52.0,3.13,34.0,2.8,7.1,18.7
52.0,2.78,30.5,3.5,7.2,16.68
42.5,0.45,38.0,3.7,7.2,11.81
42.5,1.15,30.4,1.0,6.3,11.21
18.0,1.04,44.9,0.5,7.6,19.6
18.0,0.87,36.6,2.6,8.1,16.46
59.5,0.35,16.2,4.2,8.9,7.54
59.5,0.4,26.4,2.3,8.6,8.16
54.0,0.05,29.9,2.6,8.6,7.84
54.0,0.11,22.4,1.9,7.4,5.87
59.5,0.38,26.4,4.3,8.1,8.03
59.5,2.0,26.4,3.7,7.2,12.04
23.0,2.11,40.0,0.5,8.9,21.67
23.0,0.54,33.6,4.6,9.4,14.75
54.0,0.67,29.8,0.8,7.1,8.79
54.0,0.38,27.6,2.6,5.8,7.28
49.6,0.54,20.7,2.0,7.7,7.65
49.6,0.24,24.4,2.6,9.4,7.35
60.4,0.87,31.2,4.0,5.2,9.92
60.4,0.45,23.6,1.0,8.1,6.74
59.5,0.01,25.4,2.2,8.0,6.29
59.5,0.1,28.4,1.4,7.0,6.36
57.0,1.41,29.8,1.6,10.5,12.4
57.0,1.23,22.5,4.3,9.1,10.69
52.0,1.24,20.1,2.4,3.3,8.23
52.0,0.69,22.2,2.9,9.6,9.0
52.0,0.09,28.1,1.8,12.2,8.53
52.0,0.06,25.6,3.7,7.3,6.04
60.4,0.01,12.5,3.6,8.2,5.29
60.4,0.67,19.0,0.6,8.1,7.09
23.8,1.27,20.5,3.9,6.4,12.53
23.8,3.04,30.4,2.4,6.7,21.72
66.0,0.34,27.7,0.5,7.3,6.88
66.0,0.69,25.6,1.2,4.5,6.27
42.5,0.28,23.2,3.5,5.4,7.48
42.5,0.02,25.8,4.1,6.8,7.52
12.0,2.02,43.6,1.8,8.3,26.22
12.0,0.23,34.0,0.7,5.6,11.18
54.0,1.95,34.0,2.3,7.8,14.29
54.0,0.33,33.2,2.7,8.9,9.24
49.6,3.69,31.3,1.9,10.8,20.55
49.6,0.36,36.9,0.7,7.4,9.26
52.0,0.28,25.3,3.0,5.2,6.48
52.0,0.11,26.4,3.4,8.8,6.93
54.0,0.76,18.8,3.6,8.4,9.08
54.0,0.01,30.3,2.2,7.0,6.74
57.0,0.76,15.3,1.7,10.5,8.8
57.0,0.21,21.3,3.2,9.0,6.99
57.0,0.29,18.0,3.5,9.4,7.17
57.0,0.03,25.6,2.2,6.6,6.23
60.4,0.01,24.1,1.6,7.2,5.04
60.4,0.38,18.2,4.0,7.4,6.69
60.4,1.09,45.1,1.8,5.6,13.49
60.4,1.7,43.7,3.5,8.0,16.13
49.6,0.08,26.7,3.2,9.2,8.38
49.6,0.64,26.2,3.1,10.1,9.68
59.5,0.63,38.7,2.4,8.9,11.53
59.5,1.88,40.4,3.3,6.1,15.19
54.0,0.87,22.0,1.5,5.4,8.0
54.0,0.65,26.1,0.5,6.7,6.66
54.0,1.6,34.6,2.0,10.7,14.54
54.0,2.6,35.2,3.0,3.8,15.47
60.4,3.95,37.8,3.6,8.0,21.61
60.4,0.22,30.7,4.3,7.1,8.56
49.6,0.76,32.9,2.3,4.9,10.02
49.6,0.27,25.1,4.7,8.4,8.47
59.5,0.02,12.0,2.8,5.2,4.71
59.5,0.01,21.5,3.9,6.3,5.28
52.0,0.25,25.0,3.4,4.5,5.96
52.0,0.08,21.7,4.9,7.9,6.75
49.6,1.26,32.1,0.5,7.0,10.84
49.6,0.29,21.7,2.8,6.7,6.92
52.0,0.37,12.0,1.3,6.9,5.07
52.0,0.1,31.6,2.5,7.7,7.92
60.4,0.04,20.6,4.4,9.0,6.76
60.4,0.71,28.5,3.3,7.7,9.22
60.4,0.04,15.3,1.9,9.1,5.83
60.4,0.08,17.8,3.3,6.8,5.5
57.0,1.34,45.2,4.2,3.5,14.85
57.0,1.39,46.7,1.7,9.8,16.27
49.6,0.63,22.1,2.4,5.4,6.77
49.6,0.22,18.1,2.6,8.4,6.65
52.0,3.19,25.8,3.7,8.3,17.76
52.0,0.43,26.2,2.7,8.3,7.24
59.5,0.38,27.7,3.1,6.3,6.45
59.5,0.83,32.1,2.6,6.5,9.5
59.5,0.64,30.9,1.2,7.8,8.22
59.5,0.11,28.2,2.6,7.5,7.24
57.0,0.3,15.0,3.1,6.1,6.24
57.0,0.06,23.1,1.7,7.4,5.71
54.0,0.09,28.0,3.7,9.9,8.17
54.0,0.09,18.3,2.9,6.2,5.48
60.4,0.15,18.1,1.4,8.2,6.04
60.4,1.31,27.6,5.5,7.6,11.3
54.0,0.02,25.9,3.0,4.7,5.33
54.0,0.01,27.9,3.3,5.4,6.45
57.0,0.17,17.5,3.1,9.7,6.62
57.0,0.57,15.9,1.8,4.8,6.72
57.0,0.61,24.1,3.3,7.9,7.8
57.0,1.05,24.1,1.6,8.6,9.22
52.0,0.45,33.8,3.3,7.8,10.41
52.0,2.73,32.1,2.3,6.3,15.15
42.5,1.83,36.2,0.9,5.4,14.88
42.5,2.31,29.0,2.3,7.4,15.77
79.0,0.19,33.6,5.3,5.3,8.48
79.0,1.55,31.1,5.2,7.9,11.78
57.0,0.49,33.9,1.6,5.1,8.08
57.0,1.16,37.1,2.4,8.0,12.84
42.5,0.49,26.8,1.5,8.2,8.06
42.5,0.15,38.3,2.0,7.0,10.14
49.6,0.33,27.5,3.5,5.2,6.96
49.6,0.8,19.4,2.9,8.2,8.31
76.0,1.42,20.8,1.2,5.3,7.63
76.0,0.4,23.5,2.8,9.9,6.59
52.0,0.94,23.4,3.1,6.7,8.61
52.0,1.08,33.3,2.1,7.3,10.86
60.4,0.34,19.3,4.7,6.5,7.08
60.4,0.12,26.1,3.4,8.5,7.04
54.0,1.18,19.7,3.5,4.5,9.42
54.0,0.12,27.8,2.5,9.8,7.76
59.5,0.35,36.2,1.2,4.3,8.23
59.5,0.6,24.0,0.8,14.0,9.37
44.0,0.27,37.4,3.6,4.0,10.96
44.0,0.6,21.3,3.3,5.4,7.23
54.0,0.6,19.2,3.0,10.9,9.68
54.0,0.19,19.7,2.6,3.6,4.81
52.0,0.29,22.3,1.8,8.1,6.09
52.0,0.29,26.8,3.1,5.0,6.67
49.6,0.48,18.4,2.5,6.2,6.56
49.6,0.43,31.9,3.9,7.1,10.33
57.0,1.26,27.9,4.6,4.8,10.67
57.0,0.09,23.0,2.4,5.3,5.27
57.0,0.27,15.1,2.8,5.7,6.43
57.0,0.13,17.2,2.4,6.7,5.22
70.0,0.64,31.1,1.9,7.2,8.71
70.0,0.28,28.8,1.8,6.2,7.1
52.0,0.09,17.2,4.0,7.3,6.49
52.0,0.14,20.0,1.9,8.4,6.49
42.5,0.11,30.4,3.9,9.0,9.33
42.5,0.25,31.3,4.2,6.5,9.97
59.5,0.25,23.3,3.1,7.2,6.06
59.5,0.47,19.5,4.0,8.7,8.27
73.0,0.09,31.5,5.8,8.4,12.42
73.0,0.36,24.9,10.3,9.0,14.36
60.4,0.01,23.5,1.3,12.1,6.72
60.4,0.16,13.5,2.7,9.2,5.84
54.0,0.11,18.5,2.1,8.8,5.92
54.0,0.05,15.8,1.1,8.3,5.73
59.5,0.63,28.0,2.2,6.7,8.33
59.5,0.16,17.4,3.3,6.4,6.02
42.5,0.78,40.0,4.8,7.4,14.5
42.5,2.96,42.3,1.6,7.5,21.19
74.3,1.92,41.0,1.6,7.3,14.17
74.3,1.18,31.9,0.5,5.4,9.04
59.5,1.95,36.8,2.0,9.4,15.59
59.5,0.3,30.8,4.0,7.3,8.45
57.0,1.35,41.2,2.5,4.0,13.28
57.0,0.56,42.4,1.0,6.9,10.94
52.0,0.75,24.8,2.0,7.0,7.96
52.0,0.4,26.2,1.6,9.7,8.7
74.3,1.32,29.5,0.5,7.7,9.98
74.3,0.16,20.1,1.3,8.3,5.55
42.5,1.88,33.9,3.5,5.4,15.32
42.5,0.93,31.9,4.0,9.5,13.1
59.5,0.11,22.7,2.9,8.6,6.12
59.5,0.05,22.2,4.6,11.7,7.4
49.6,0.9,39.5,3.2,7.9,14.2
49.6,1.25,33.0,3.5,7.2,12.76
54.0,0.13,29.7,3.6,10.0,9.27
54.0,0.04,26.7,2.0,5.0,5.73
52.0,0.02,26.1,1.3,7.2,6.3
52.0,0.23,22.7,4.0,5.1,5.76
52.0,0.44,36.3,0.5,6.6,9.28
52.0,2.31,31.5,2.5,6.7,15.54
42.5,2.07,36.6,2.3,8.9,17.4
42.5,0.5,35.3,4.1,5.8,11.09
60.4,0.01,20.2,3.5,7.1,5.1
60.4,0.12,21.9,3.5,5.9,6.32
74.3,0.25,18.7,1.9,5.8,5.27
74.3,1.79,14.7,1.4,10.3,10.87
57.0,0.53,31.0,2.3,6.3,8.78
57.0,0.87,28.0,3.4,8.5,10.24
54.0,0.09,25.8,0.8,6.2,5.39
54.0,1.53,36.4,3.5,8.0,14.2
59.5,1.24,33.1,5.9,6.3,13.13
59.5,1.46,43.2,1.8,7.6,15.35
54.0,0.41,42.4,4.9,9.3,13.27
54.0,1.29,39.3,3.3,9.2,15.68
60.4,0.31,31.7,2.6,6.7,7.61
60.4,1.06,28.3,2.2,9.3,10.78
49.6,0.15,21.3,2.7,2.6,4.43
49.6,1.03,29.8,3.6,5.7,10.86
49.6,0.54,14.3,3.9,4.9,7.83
49.6,0.26,21.1,2.2,2.6,5.14
60.4,3.29,40.3,2.6,8.8,20.37
60.4,1.44,35.7,1.4,7.6,12.04
57.0,0.01,24.2,1.0,6.5,4.64
57.0,0.0,29.6,2.2,9.5,7.17
60.4,0.32,21.8,2.0,5.2,5.13
60.4,0.33,18.6,2.0,5.4,5.48
52.0,0.29,43.3,3.8,10.0,12.89
52.0,0.79,31.5,3.5,6.6,10.29
74.3,0.06,35.6,2.5,4.7,7.26
74.3,0.16,22.9,0.5,9.5,5.79
17.9,0.5,17.3,2.4,9.9,10.57
17.9,1.28,20.3,1.1,8.6,12.91
17.9,0.4,37.0,2.4,7.4,14.58
17.9,0.06,29.5,2.1,6.4,8.94
17.9,0.43,19.8,1.5,8.9,8.66
17.9,1.37,22.0,3.5,8.4,13.3
60.4,0.78,15.7,0.9,8.0,7.25
60.4,0.86,22.2,4.3,6.2,7.97
17.9,0.64,27.1,0.5,5.6,8.99
17.9,0.2,23.4,2.6,9.3,8.36
18.3,0.14,15.7,2.3,6.0,6.67
18.3,0.03,17.5,3.0,7.7,7.24
52.0,0.31,24.6,0.5,6.0,5.2
52.0,0.15,24.1,3.1,6.6,5.52
74.3,1.15,32.3,3.8,9.8,11.13
74.3,0.1,28.9,3.3,6.6,7.5
49.6,1.55,30.5,2.4,5.8,11.33
49.6,0.08,27.0,2.4,11.5,8.33
42.5,1.26,41.1,3.4,5.5,15.68
42.5,0.49,38.4,0.6,9.9,11.92
59.5,0.17,25.3,3.4,4.6,5.6
59.5,0.16,23.8,3.5,8.5,6.53
42.5,0.86,27.5,0.5,11.0,10.51
42.5,0.59,26.9,1.7,7.9,9.16
54.0,0.36,20.8,0.8,8.9,6.81
54.0,0.03,18.0,3.7,5.8,5.63
17.9,0.41,29.5,0.8,8.5,10.75
17.9,2.27,42.6,1.6,7.1,25.1
17.9,0.18,22.7,3.8,7.8,8.45
17.9,0.74,19.6,1.3,7.0,10.1
60.4,0.24,17.0,4.8,6.5,6.77
60.4,0.45,24.7,1.8,9.0,6.93
54.0,0.04,24.7,3.7,9.4,7.3
54.0,0.29,16.4,2.6,5.0,5.68
59.5,0.54,32.1,2.7,9.4,9.68
59.5,0.39,30.1,5.4,6.8,8.8
57.0,0.17,22.7,0.9,6.5,5.24
57.0,0.6,29.1,2.8,9.5,9.62
18.0,0.13,27.1,5.1,6.4,9.28
18.0,0.36,29.4,4.4,4.8,10.59
17.9,0.27,22.3,4.6,5.8,9.13
17.9,0.81,18.8,2.4,7.4,10.87
57.0,0.1,26.3,3.0,5.2,6.26
57.0,0.06,14.8,2.0,7.3,5.17
57.0,0.3,23.8,3.5,8.1,7.68
57.0,0.17,14.9,1.8,11.6,7.86
17.6,0.99,19.7,5.2,8.8,13.26
17.6,0.06,29.4,0.5,10.5,8.92
52.0,2.25,28.2,4.2,7.1,14.62
52.0,1.34,38.4,2.0,6.8,13.44
57.0,4.14,33.9,2.3,6.2,20.33
57.0,1.11,47.2,3.6,6.6,15.3
52.0,2.02,17.9,2.8,7.9,12.1
52.0,0.58,24.3,1.1,7.6,7.62
17.6,1.08,19.4,2.2,7.4,11.29
17.6,0.8,34.7,3.2,6.1,15.46
17.5,2.35,23.2,1.6,5.2,16.94
17.5,1.6,36.2,4.9,6.2,20.76
17.9,1.35,35.0,2.8,11.6,20.08
17.9,0.4,18.9,2.8,9.1,9.07
49.6,0.55,22.5,2.3,8.3,7.79
49.6,1.51,22.4,2.6,6.9,9.83
42.5,0.03,21.2,1.7,6.6,5.05
42.5,0.07,16.9,2.0,4.7,6.05
54.0,0.31,31.1,1.2,8.7,8.89
54.0,0.68,27.9,3.8,7.2,9.73
74.3,0.11,26.5,3.8,8.3,6.44
74.3,0.28,27.3,2.9,5.7,6.42
17.5,0.05,16.6,3.6,6.9,7.93
17.5,0.12,26.0,1.6,8.4,7.94
18.3,0.21,18.3,3.4,7.2,7.51
18.3,0.33,28.7,2.0,5.3,9.28
60.4,0.09,24.1,2.3,7.2,5.48
60.4,0.79,29.9,1.5,5.7,8.52
100.0,1.2,38.3,6.3,8.1,14.93
100.0,2.39,47.1,11.9,9.2,21.68
49.6,2.26,30.9,1.9,6.3,14.87
49.6,1.52,34.8,2.9,6.5,13.65
74.3,0.46,33.2,2.8,5.6,7.6
74.3,0.14,42.8,0.8,7.2,9.63
17.9,0.56,27.6,3.2,7.6,12.14
17.9,1.75,24.3,4.4,6.3,15.74
59.5,0.35,23.2,4.1,8.1,7.37
59.5,1.17,19.5,2.6,6.3,8.95
17.9,2.58,28.1,1.2,4.7,19.11
17.9,2.5,33.9,3.6,4.7,22.55
17.6,0.9,22.0,4.1,6.0,11.35
17.6,0.25,16.5,3.1,8.4,8.44
52.0,0.13,33.3,1.4,8.5,9.11
